aevo_bid,aevo_ask,hl_bid,hl_ask
0.4281,0.4294,0.42957,0.42967
0.4281,0.4293,0.42957,0.42967
0.4281,0.4293,0.42957,0.42967
0.4281,0.4294,0.42957,0.42967
0.4277,0.4293,0.42957,0.42967
0.4282,0.4293,0.42957,0.42967
0.4283,0.4293,0.42957,0.42967
0.4281,0.4293,0.42957,0.42967
0.4281,0.4293,0.42957,0.42967
0.4283,0.4293,0.42957,0.42967
0.4283,0.4293,0.42957,0.42976
0.4283,0.4293,0.42957,0.42976
0.4283,0.4298,0.42957,0.42976
0.4283,0.4294,0.42957,0.42976
0.4283,0.4294,0.42957,0.42976
0.4283,0.4294,0.42957,0.42976
0.4283,0.4294,0.42957,0.42976
0.4283,0.4294,0.42957,0.42976
0.4283,0.4294,0.42957,0.42976
0.4283,0.4295,0.42957,0.42976
0.4283,0.4295,0.42957,0.42976
0.4283,0.4295,0.42957,0.42976
0.4279,0.4294,0.42957,0.42976
0.4282,0.4294,0.42957,0.42976
0.4281,0.4294,0.42957,0.42976
0.4281,0.4294,0.42957,0.42976
0.4281,0.4293,0.42957,0.42976
0.428,0.4295,0.42957,0.42976
0.428,0.4292,0.42957,0.42976
0.428,0.4292,0.42957,0.42967
0.428,0.4292,0.42957,0.42985
0.428,0.4292,0.42957,0.42985
0.428,0.4292,0.42957,0.42985
0.428,0.4292,0.42957,0.42985
0.428,0.4292,0.42957,0.42985
0.428,0.4292,0.42957,0.42985
0.428,0.4292,0.42957,0.42985
0.428,0.4291,0.42957,0.42985
0.428,0.4291,0.42957,0.42973
0.428,0.4291,0.42957,0.42973
0.428,0.429,0.42957,0.42973
0.428,0.429,0.42898,0.42927
0.428,0.4291,0.42898,0.42927
0.428,0.429,0.42898,0.42927
0.428,0.429,0.42899,0.42927
0.428,0.429,0.42901,0.42944
0.428,0.429,0.42899,0.42935
0.428,0.429,0.42933,0.42945
0.428,0.429,0.42933,0.42937
0.428,0.429,0.42933,0.42937
0.428,0.429,0.42933,0.42937
0.428,0.429,0.42933,0.42937
0.428,0.429,0.42933,0.42937
0.428,0.4294,0.42933,0.42937
0.428,0.429,0.42933,0.42937
0.428,0.429,0.42933,0.42945
0.428,0.429,0.42933,0.42945
0.428,0.429,0.42933,0.42945
0.428,0.429,0.42933,0.42945
0.428,0.429,0.42933,0.42945
0.428,0.4291,0.42933,0.42945
0.428,0.4291,0.42933,0.42945
0.428,0.4291,0.42933,0.42945
0.428,0.4291,0.42933,0.42954
0.428,0.4293,0.42933,0.42954
0.428,0.429,0.42933,0.42954
0.428,0.429,0.42933,0.42935
0.428,0.429,0.42933,0.42935
0.428,0.429,0.42933,0.42935
0.428,0.429,0.42933,0.42935
0.4278,0.4292,0.42933,0.42935
0.4278,0.4289,0.42933,0.42935
0.4278,0.4289,0.42933,0.42935
0.4278,0.4289,0.42933,0.42935
0.4278,0.429,0.42933,0.42935
0.4278,0.429,0.4292,0.42934
0.4278,0.4288,0.4292,0.42934
0.4278,0.4289,0.4292,0.42934
0.4278,0.4287,0.4292,0.42934
0.4278,0.4287,0.42903,0.42921
0.4278,0.4287,0.42903,0.42921
0.4254,0.4289,0.42903,0.42921
0.4261,0.4312,0.42903,0.42921
0.4272,0.4312,0.42903,0.42921
0.4272,0.4312,0.42903,0.42921
0.4272,0.4286,0.42903,0.42921
0.4272,0.4286,0.42903,0.42921
0.4251,0.4312,0.42903,0.42921
0.4251,0.4285,0.42903,0.42921
0.4267,0.4285,0.42903,0.42921
0.4269,0.4285,0.42903,0.42921
0.4269,0.4283,0.42903,0.42921
0.4269,0.4283,0.42859,0.42904
0.427,0.4283,0.42859,0.42904
0.427,0.4283,0.42859,0.4287
0.4269,0.4283,0.42859,0.4287
0.4271,0.4283,0.42859,0.4287
0.4271,0.4283,0.42849,0.4287
0.4271,0.4283,0.42849,0.42854
0.4271,0.4283,0.42849,0.42854
0.4271,0.4283,0.42849,0.42854
0.4271,0.4283,0.42849,0.42854
0.4271,0.4283,0.42849,0.42854
0.4271,0.4283,0.42849,0.42854
0.4271,0.4283,0.4285,0.42854
0.4271,0.4283,0.4285,0.42854
0.4271,0.4283,0.4285,0.42854
0.4271,0.4283,0.4285,0.42854
0.4271,0.4283,0.4285,0.42854
0.4269,0.4283,0.4285,0.42854
0.4269,0.4282,0.4285,0.42854
0.4269,0.4282,0.42837,0.42854
0.4267,0.4285,0.42837,0.42854
0.4271,0.4285,0.42837,0.42854
0.4271,0.4283,0.42837,0.42854
0.4271,0.4283,0.42839,0.42854
0.4271,0.4283,0.42839,0.42854
0.4271,0.4283,0.42839,0.42854
0.4271,0.4283,0.42839,0.42854
0.4271,0.4283,0.42839,0.42854
0.4271,0.4283,0.42839,0.42854
0.4271,0.4283,0.42839,0.42854
0.4271,0.4283,0.42839,0.42854
0.4271,0.4283,0.42839,0.42854
0.4273,0.4288,0.42839,0.42854
0.4273,0.4284,0.42839,0.42854
0.4274,0.4284,0.42839,0.42854
0.4273,0.4284,0.42839,0.42854
0.4273,0.4284,0.42847,0.42889
0.4272,0.4284,0.42847,0.42889
0.4272,0.4284,0.42857,0.42873
0.4273,0.4286,0.42857,0.42873
0.4273,0.4283,0.42857,0.42873
0.4273,0.4283,0.42848,0.42865
0.4268,0.4283,0.42848,0.42865
0.4272,0.4283,0.42848,0.42865
0.4272,0.4283,0.42854,0.42865
0.4272,0.4283,0.42854,0.42864
0.4272,0.4283,0.42854,0.42864
0.4272,0.4283,0.42854,0.42864
0.4273,0.4286,0.42854,0.42864
0.4273,0.4284,0.42854,0.42864
0.4273,0.4284,0.42854,0.42864
0.4273,0.4284,0.42854,0.42864
0.4273,0.4284,0.42854,0.42864
0.4273,0.4284,0.42854,0.42864
0.4273,0.4284,0.42854,0.42864
0.4273,0.4284,0.42857,0.42872
0.4273,0.4284,0.42857,0.42872
0.4273,0.4284,0.42857,0.42872
0.4273,0.4284,0.42857,0.42872
0.4273,0.4284,0.42857,0.42872
0.4273,0.4284,0.42857,0.42872
0.4273,0.4284,0.42857,0.42872
0.4269,0.4285,0.42857,0.42872
0.4269,0.4285,0.42854,0.42863
0.4269,0.4283,0.42854,0.42863
0.4272,0.4283,0.42854,0.42863
0.4272,0.4283,0.42854,0.42863
0.4272,0.4283,0.42854,0.42863
0.4272,0.4283,0.42854,0.42863
0.4272,0.4283,0.42854,0.42863
0.4272,0.4283,0.42854,0.42863
0.4272,0.4283,0.42854,0.42863
0.4272,0.4283,0.42854,0.42863
0.4268,0.4286,0.42854,0.42863
0.4273,0.4286,0.42854,0.42863
0.4273,0.4284,0.42854,0.42863
0.4273,0.4284,0.42854,0.42863
0.4269,0.4288,0.42854,0.42863
0.4272,0.4288,0.42854,0.42863
0.4272,0.4285,0.42854,0.42863
0.4272,0.4283,0.42854,0.42863
0.4272,0.4283,0.42854,0.42863
0.4272,0.4283,0.42854,0.42863
0.4272,0.4283,0.42854,0.42863
0.4272,0.4283,0.42854,0.42863
0.4258,0.4286,0.42854,0.42863
0.4258,0.4284,0.42854,0.42863
0.4275,0.4284,0.42854,0.42863
0.4266,0.4286,0.42854,0.42863
0.4261,0.4285,0.42854,0.42863
0.4276,0.4285,0.42854,0.42863
0.4276,0.4285,0.42862,0.42884
0.4276,0.4285,0.42862,0.42884
0.4276,0.4285,0.42877,0.42893
0.4271,0.4287,0.42877,0.42893
0.4271,0.4286,0.42877,0.42893
0.4276,0.429,0.42877,0.42893
0.4276,0.4286,0.42877,0.42893
0.4276,0.4285,0.42877,0.42893
0.4276,0.4285,0.42878,0.42893
0.4276,0.4285,0.42878,0.42893
0.4275,0.4285,0.42878,0.42893
0.4275,0.4285,0.42878,0.42893
0.4274,0.4285,0.42878,0.42893
0.4274,0.4284,0.42878,0.42893
0.4274,0.4285,0.42878,0.42893
0.4274,0.4285,0.4288,0.42885
0.4274,0.4285,0.4288,0.42885
0.4274,0.4285,0.4288,0.42885
0.4274,0.4285,0.4288,0.42885
0.4274,0.4285,0.4288,0.42885
0.4274,0.4285,0.4288,0.42885
0.4274,0.4287,0.4288,0.42885
0.4274,0.4286,0.4288,0.42885
0.4274,0.4286,0.4288,0.42885
0.4274,0.4285,0.4288,0.42885
0.4274,0.4285,0.4288,0.42893
0.4274,0.4285,0.4288,0.42885
0.427,0.4286,0.4288,0.42885
0.4273,0.4286,0.4288,0.42885
0.427,0.4283,0.4288,0.42885
0.4272,0.4283,0.4288,0.42885
0.4261,0.4282,0.4288,0.42885
0.4271,0.4282,0.4288,0.42885
0.4271,0.4282,0.42867,0.42881
0.4271,0.4282,0.42867,0.42872
0.4271,0.4282,0.42867,0.42872
0.4271,0.4281,0.42867,0.42872
0.4271,0.4281,0.42867,0.42868
0.4271,0.4282,0.42867,0.42868
0.4271,0.4282,0.42867,0.42871
0.4271,0.4282,0.42867,0.42871
0.4271,0.4283,0.42867,0.42871
0.4271,0.4283,0.42867,0.42871
0.4269,0.4284,0.42867,0.42871
0.4272,0.4284,0.42867,0.42871
0.4272,0.4284,0.42867,0.42873
0.4272,0.4284,0.42867,0.42873
0.4272,0.4284,0.42868,0.42873
0.4272,0.4284,0.42868,0.42873
0.4272,0.4284,0.42868,0.42873
0.4271,0.4288,0.42868,0.42873
0.4271,0.4282,0.42868,0.42873
0.4271,0.4282,0.42867,0.42872
0.4271,0.4282,0.42867,0.42872
0.4271,0.4282,0.42867,0.42872
0.427,0.4288,0.42867,0.42872
0.427,0.428,0.42867,0.42872
0.427,0.428,0.42838,0.42872
0.427,0.4281,0.42838,0.42872
0.427,0.4281,0.42821,0.42845
0.427,0.428,0.42821,0.42845
0.427,0.4281,0.42821,0.42845
0.4269,0.4281,0.42821,0.42845
0.4269,0.4281,0.4284,0.42845
0.4267,0.4283,0.4284,0.42845
0.4267,0.428,0.4284,0.42845
0.4269,0.428,0.4284,0.42845
0.4267,0.4284,0.4284,0.42845
0.4267,0.4281,0.4284,0.42845
0.427,0.4281,0.4284,0.42845
0.427,0.4281,0.4284,0.42845
0.427,0.4281,0.4284,0.42845
0.4269,0.4284,0.4284,0.42845
0.4269,0.428,0.4284,0.42845
0.4269,0.428,0.4284,0.42853
0.4269,0.428,0.42841,0.42853
0.427,0.4283,0.42841,0.42853
0.427,0.4279,0.42841,0.42853
0.427,0.4279,0.42841,0.42844
0.4264,0.4279,0.42841,0.42844
0.4269,0.4279,0.42841,0.42844
0.4267,0.4279,0.42841,0.42844
0.427,0.4279,0.42841,0.42844
0.4271,0.4279,0.42841,0.42844
0.4271,0.4279,0.42841,0.42844
0.4271,0.428,0.42841,0.42844
0.4271,0.428,0.42841,0.42844
0.4271,0.428,0.42841,0.42844
0.4271,0.428,0.42841,0.42844
0.4271,0.428,0.42841,0.42844
0.4271,0.428,0.42841,0.42844
0.4271,0.428,0.42841,0.42844
0.4271,0.4281,0.42841,0.42844
0.4271,0.428,0.42841,0.42844
0.4271,0.428,0.42841,0.42844
0.4271,0.428,0.42841,0.4285
0.4261,0.428,0.42841,0.4285
0.4265,0.428,0.42841,0.4285
0.4268,0.428,0.42841,0.4285
0.4262,0.428,0.42841,0.4285
0.4271,0.428,0.42841,0.4285
0.4271,0.428,0.42841,0.4285
0.4271,0.428,0.42841,0.4285
0.4271,0.428,0.42841,0.4285
0.4271,0.428,0.42841,0.4285
0.4257,0.4279,0.42841,0.4285
0.4261,0.4279,0.42841,0.4285
0.4265,0.4279,0.42841,0.4285
0.4269,0.4279,0.42841,0.4285
0.4264,0.4279,0.42841,0.4285
0.4268,0.4279,0.42841,0.4285
0.4268,0.4279,0.42841,0.4285
0.4265,0.4329,0.42841,0.4285
0.4265,0.4329,0.42841,0.4285
0.426,0.4329,0.42841,0.4285
0.426,0.4281,0.42841,0.4285
0.426,0.4278,0.42841,0.4285
0.4231,0.4305,0.42841,0.4285
0.4231,0.4288,0.42841,0.4285
0.4231,0.4283,0.42841,0.4285
0.4262,0.4283,0.42841,0.4285
0.4243,0.4305,0.42841,0.4285
0.4254,0.4305,0.42841,0.4285
0.4264,0.4305,0.42841,0.4285
0.4264,0.4305,0.428,0.42809
0.4264,0.428,0.428,0.42809
0.4264,0.4276,0.428,0.42809
0.4264,0.4276,0.428,0.42809
0.4264,0.4276,0.428,0.42809
0.4264,0.4276,0.42776,0.42809
0.4254,0.4275,0.42776,0.42809
0.4263,0.4275,0.42776,0.42809
0.4262,0.4275,0.42776,0.42809
0.4262,0.4275,0.42781,0.42791
0.4262,0.4275,0.42781,0.42784
0.4263,0.4275,0.42781,0.42784
0.4263,0.4275,0.42781,0.42782
0.4263,0.4275,0.42781,0.42782
0.4263,0.4275,0.42781,0.42782
0.4264,0.4275,0.42781,0.42782
0.4264,0.4275,0.42781,0.42782
0.4264,0.4275,0.42781,0.42784
0.4264,0.4276,0.42781,0.42784
0.4266,0.4281,0.42781,0.42784
0.4266,0.4277,0.42781,0.42784
0.4266,0.4277,0.42787,0.42802
0.4266,0.4278,0.42787,0.42802
0.426,0.428,0.42787,0.42802
0.4268,0.428,0.42787,0.42802
0.4268,0.4279,0.42787,0.42802
0.4268,0.4279,0.42801,0.42822
0.4268,0.428,0.42801,0.42822
0.4268,0.428,0.42806,0.42822
0.4265,0.428,0.42806,0.42822
0.4269,0.428,0.42806,0.42822
0.4269,0.428,0.42817,0.42834
0.4269,0.428,0.42818,0.42834
0.4269,0.428,0.42822,0.42834
0.4261,0.428,0.42822,0.42834
0.4266,0.428,0.42822,0.42834
0.427,0.428,0.42822,0.42834
0.4269,0.428,0.42822,0.42834
0.4269,0.4281,0.42822,0.42834
0.4269,0.4281,0.42822,0.42844
0.427,0.4281,0.42822,0.42844
0.427,0.4281,0.42827,0.42844
0.4266,0.4284,0.42827,0.42844
0.4266,0.428,0.42827,0.42844
0.4269,0.428,0.42827,0.42844
0.4269,0.428,0.42827,0.42844
0.4267,0.428,0.42827,0.42844
0.4268,0.428,0.42827,0.42844
0.4268,0.428,0.42822,0.42833
0.4269,0.428,0.42822,0.42833
0.4269,0.4281,0.42822,0.42833
0.4269,0.4281,0.42822,0.42833
0.4267,0.4283,0.42822,0.42833
0.427,0.4288,0.42822,0.42833
0.427,0.4282,0.42822,0.42833
0.427,0.4282,0.42824,0.4285
0.4271,0.4285,0.42824,0.4285
0.4271,0.4283,0.42824,0.4285
0.4271,0.4283,0.42844,0.4285
0.4271,0.4283,0.42844,0.42853
0.4271,0.4283,0.42844,0.42853
0.4271,0.4283,0.42844,0.42853
0.4271,0.4282,0.42844,0.42853
0.4271,0.4282,0.42844,0.42853
0.4271,0.4282,0.42844,0.42853
0.4271,0.4282,0.42844,0.42853
0.4271,0.4282,0.42845,0.42853
0.4271,0.4282,0.42845,0.42853
0.4271,0.4282,0.42845,0.42853
0.4271,0.4282,0.42845,0.42853
0.4271,0.4282,0.42845,0.42853
0.4271,0.4282,0.42845,0.42853
0.4271,0.4282,0.42845,0.42853
0.4267,0.4281,0.42845,0.42853
0.427,0.4281,0.42845,0.42853
0.427,0.4281,0.42845,0.42853
0.427,0.4281,0.42845,0.42861
0.427,0.4281,0.42845,0.42861
0.427,0.4281,0.42845,0.42861
0.427,0.4281,0.42845,0.42861
0.4271,0.4286,0.42845,0.42861
0.4271,0.4283,0.42845,0.42861
0.4257,0.4336,0.42845,0.42861
0.4257,0.4287,0.42845,0.42861
0.4265,0.4287,0.42845,0.42861
0.4269,0.4287,0.42845,0.42861
0.4269,0.4284,0.42845,0.42861
0.4273,0.4284,0.42845,0.42861
0.4273,0.4284,0.42858,0.42874
0.427,0.4286,0.42858,0.42874
0.4267,0.4315,0.42858,0.42874
0.4267,0.4289,0.42858,0.42874
0.4274,0.4289,0.42858,0.42874
0.4274,0.4289,0.42873,0.42895
0.4249,0.4288,0.42873,0.42895
0.4268,0.4288,0.42873,0.42895
0.4262,0.4315,0.42873,0.42895
0.4276,0.4315,0.42873,0.42895
0.4276,0.4291,0.42873,0.42895
0.4276,0.4289,0.42873,0.42895
0.4278,0.4289,0.42873,0.42895
0.4278,0.4289,0.42894,0.42933
0.4279,0.4289,0.42894,0.42933
0.4278,0.4289,0.42894,0.42933
0.4278,0.4289,0.429,0.42933
0.4278,0.4289,0.429,0.42933
0.4279,0.4289,0.429,0.42933
0.4279,0.4289,0.42923,0.42933
0.4279,0.4289,0.42923,0.42933
0.4279,0.4289,0.42923,0.42933
0.4279,0.4289,0.42923,0.42933
0.4279,0.4289,0.42923,0.42933
0.4279,0.4289,0.42923,0.42933
0.4279,0.4289,0.42923,0.42933
0.4279,0.4289,0.42923,0.42933
0.4274,0.4289,0.42923,0.42933
0.4277,0.4289,0.42923,0.42933
0.4277,0.4289,0.42923,0.42925
0.4277,0.4291,0.42923,0.42925
0.4277,0.4288,0.42923,0.42925
0.4277,0.4288,0.42923,0.42925
0.4277,0.4292,0.42923,0.42925
0.4277,0.4289,0.42923,0.42925
0.4275,0.4289,0.42923,0.42925
0.4279,0.4289,0.42923,0.42925
0.4278,0.4289,0.42923,0.42925
0.4278,0.4288,0.42923,0.42925
0.4278,0.4288,0.42923,0.42934
0.4278,0.4289,0.42923,0.42934
0.4271,0.4289,0.42923,0.42934
0.428,0.4289,0.42923,0.42934
0.428,0.4294,0.42923,0.42934
0.428,0.429,0.42923,0.42934
0.4272,0.4292,0.42923,0.42934
0.4276,0.4292,0.42923,0.42934
0.4281,0.4292,0.42923,0.42934
0.4281,0.4292,0.42923,0.42935
0.4278,0.4294,0.42923,0.42935
0.4278,0.4293,0.42923,0.42935
0.4282,0.4293,0.42923,0.42935
0.4282,0.4293,0.42934,0.42963
0.4282,0.4295,0.42934,0.42963
0.4282,0.4294,0.42934,0.42963
0.4282,0.4294,0.42943,0.42963
0.4275,0.4294,0.42943,0.42963
0.428,0.4294,0.42943,0.42963
0.4284,0.4294,0.42943,0.42963
0.4284,0.4294,0.42958,0.42974
0.4284,0.4294,0.42963,0.42974
0.4284,0.4295,0.42963,0.42974
0.4284,0.4295,0.42973,0.42975
0.4283,0.4295,0.42973,0.42975
0.4284,0.4295,0.42973,0.42975
0.4284,0.4295,0.42961,0.42975
0.4279,0.4297,0.42961,0.42975
0.4282,0.4297,0.42961,0.42975
0.4282,0.4293,0.42961,0.42975
0.4283,0.4297,0.42961,0.42975
0.4283,0.4295,0.42961,0.42975
0.4276,0.4295,0.42961,0.42975
0.4284,0.4295,0.42961,0.42975
0.4284,0.4295,0.42961,0.42966
0.4284,0.4295,0.42961,0.42966
0.4277,0.4297,0.42961,0.42966
0.4286,0.4297,0.42961,0.42966
0.4286,0.4296,0.42961,0.42966
0.4286,0.4297,0.42961,0.42966
0.4286,0.4297,0.42961,0.42966
0.4286,0.4298,0.42961,0.42966
0.4286,0.4298,0.42965,0.43005
0.4286,0.4298,0.42986,0.43005
0.4286,0.4298,0.42987,0.43005
0.4286,0.4298,0.42987,0.43005
0.4279,0.4302,0.42987,0.43005
0.4284,0.4302,0.42987,0.43005
0.4284,0.4298,0.42987,0.43005
0.4284,0.4295,0.42987,0.43005
0.4284,0.4295,0.42987,0.43005
0.4284,0.4295,0.42987,0.43024
0.4284,0.4295,0.42987,0.42988
0.4284,0.4295,0.42987,0.42988
0.4284,0.4295,0.42987,0.43013
0.4284,0.4295,0.42987,0.43013
0.4284,0.4295,0.42987,0.43013
0.4284,0.4294,0.42987,0.43013
0.4278,0.4297,0.42987,0.43013
0.4283,0.4297,0.42987,0.43013
0.4283,0.4293,0.42987,0.43013
0.4275,0.4297,0.42987,0.43013
0.4284,0.4297,0.42987,0.43013
0.4284,0.4294,0.42987,0.43013
0.4284,0.4295,0.42987,0.43013
0.4284,0.4295,0.42967,0.43002
0.4284,0.4295,0.42967,0.42987
0.4281,0.4295,0.42967,0.42987
0.4285,0.4295,0.42967,0.42987
0.4285,0.4295,0.42967,0.42978
0.4285,0.4295,0.42967,0.42979
0.428,0.4295,0.42967,0.42979
0.4284,0.4295,0.42967,0.42979
0.4284,0.4295,0.42967,0.42978
0.4284,0.4295,0.42967,0.42978
0.4281,0.4295,0.42967,0.42978
0.4285,0.4295,0.42967,0.42978
0.4285,0.4295,0.42967,0.42979
0.4284,0.4295,0.42967,0.42979
0.4284,0.4295,0.42967,0.42986
0.4284,0.4295,0.42967,0.42986
0.4285,0.4295,0.42967,0.42986
0.4285,0.4296,0.42967,0.42986
0.4285,0.4297,0.42967,0.42986
0.4285,0.4297,0.42967,0.42986
0.4285,0.4297,0.42968,0.42986
0.4285,0.4297,0.42968,0.42987
0.4285,0.4297,0.42968,0.42995
0.4285,0.4297,0.42968,0.42995
0.427,0.4306,0.42968,0.42995
0.427,0.4298,0.42968,0.42995
0.4284,0.4298,0.42968,0.42995
0.4289,0.4298,0.42968,0.42995
0.4289,0.4298,0.42994,0.43008
0.4289,0.4299,0.42994,0.43008
0.4289,0.4299,0.43005,0.43026
0.4289,0.4302,0.43005,0.43026
0.4289,0.43,0.43005,0.43026
0.4273,0.4301,0.43005,0.43026
0.4282,0.4301,0.43005,0.43026
0.429,0.4302,0.43005,0.43026
0.429,0.4302,0.43005,0.43026
0.429,0.4302,0.43005,0.43026
0.4289,0.4302,0.43005,0.43026
0.4289,0.4302,0.42968,0.43026
0.4289,0.4302,0.43006,0.43028
0.429,0.4302,0.43006,0.43028
0.429,0.4302,0.43007,0.43036
0.429,0.4302,0.43007,0.43036
0.429,0.4302,0.43007,0.43036
0.429,0.4302,0.43007,0.43036
0.429,0.4301,0.43007,0.43036
0.429,0.4301,0.43007,0.43036
0.429,0.4301,0.43007,0.43036
0.429,0.4301,0.43007,0.43036
0.429,0.4301,0.43007,0.43036
0.429,0.4301,0.43007,0.43036
0.429,0.4301,0.43031,0.43036
0.429,0.4301,0.43031,0.43036
0.4287,0.4301,0.43031,0.43036
0.4291,0.4301,0.43031,0.43036
0.4291,0.4301,0.43031,0.43036
0.4291,0.4301,0.43031,0.43036
0.4291,0.4302,0.43031,0.43036
0.4288,0.4302,0.43031,0.43036
0.4292,0.4302,0.43031,0.43036
0.4292,0.4302,0.43031,0.43048
0.4292,0.4303,0.43031,0.43048
0.4292,0.4303,0.43045,0.43057
0.4292,0.4303,0.43045,0.43057
0.4292,0.4303,0.43046,0.43056
0.4292,0.4302,0.43046,0.43056
0.4292,0.4302,0.43046,0.43056
0.4287,0.4303,0.43046,0.43056
0.4291,0.4303,0.43046,0.43056
0.4287,0.43,0.43046,0.43056
0.429,0.43,0.43046,0.43056
0.429,0.43,0.43046,0.43055
0.429,0.4303,0.43046,0.43055
0.429,0.4301,0.43046,0.43055
0.429,0.4301,0.43046,0.43055
0.4291,0.4301,0.43046,0.43055
0.4291,0.4301,0.43046,0.43047
0.4291,0.4301,0.43046,0.43047
0.4291,0.4301,0.43046,0.43047
0.4291,0.4302,0.43046,0.43047
0.4291,0.4302,0.43046,0.43047
0.4267,0.4305,0.43046,0.43047
0.4274,0.4305,0.43046,0.43047
0.4289,0.4305,0.43046,0.43047
0.4293,0.4305,0.43046,0.43047
0.4293,0.4305,0.43046,0.43075
0.4286,0.4306,0.43046,0.43075
0.4291,0.4306,0.43046,0.43075
0.4295,0.4306,0.43046,0.43075
0.4295,0.4306,0.43055,0.43075
0.4295,0.4306,0.43055,0.43075
0.4296,0.4306,0.43055,0.43075
0.4296,0.4306,0.43074,0.43085
0.4296,0.4306,0.43046,0.43093
0.4296,0.4306,0.43078,0.43106
0.4295,0.4306,0.43078,0.43106
0.4295,0.4306,0.43078,0.43098
0.4295,0.4306,0.43078,0.43098
0.4286,0.4313,0.43078,0.43098
0.4286,0.4305,0.43078,0.43098
0.4291,0.4305,0.43078,0.43098
0.4294,0.4305,0.43078,0.43098
0.4294,0.4305,0.43078,0.43087
0.4294,0.4305,0.43078,0.43087
0.4294,0.4305,0.43078,0.43087
0.4294,0.4305,0.43078,0.43087
0.4294,0.4305,0.43078,0.43087
0.4294,0.4305,0.43078,0.43087
0.4294,0.4305,0.43078,0.43088
0.4294,0.4305,0.43078,0.43088
0.4294,0.4305,0.43078,0.43088
0.4294,0.4305,0.43078,0.43088
0.4294,0.4305,0.43078,0.43088
0.4294,0.4305,0.43078,0.43088
0.4294,0.4305,0.43078,0.43088
0.4294,0.4305,0.43078,0.43088
0.4294,0.4305,0.43078,0.43088
0.4294,0.4305,0.43078,0.43088
0.4295,0.4305,0.43078,0.43088
0.4292,0.4309,0.43078,0.43088
0.4292,0.4306,0.43078,0.43088
0.4296,0.4306,0.43078,0.43088
0.4295,0.4306,0.43078,0.43088
0.4296,0.4306,0.43078,0.43088
0.4296,0.4306,0.43078,0.43088
0.4295,0.4306,0.43078,0.43088
0.4296,0.4306,0.43078,0.43088
0.4296,0.4306,0.43078,0.43096
0.4295,0.4306,0.43078,0.43096
0.4295,0.4305,0.43078,0.43096
0.4295,0.4305,0.43078,0.43096
0.4296,0.4305,0.43078,0.43096
0.4296,0.4305,0.43078,0.43096
0.4296,0.4305,0.43078,0.43096
0.4295,0.4305,0.43078,0.43096
0.4295,0.4305,0.43078,0.43087
0.4295,0.4305,0.43078,0.43087
0.4296,0.4309,0.43078,0.43087
0.4296,0.4308,0.43078,0.43087
0.4298,0.4309,0.43078,0.43087
0.4298,0.4309,0.43078,0.43087
0.4298,0.4309,0.43086,0.43116
0.4297,0.4309,0.43086,0.43116
0.4297,0.4309,0.43087,0.43116
0.4297,0.4309,0.43096,0.43116
0.4297,0.4309,0.43105,0.43116
0.4297,0.4309,0.43105,0.43116
0.4294,0.4307,0.43105,0.43116
0.4296,0.4307,0.43105,0.43116
0.4297,0.4307,0.43105,0.43116
0.4297,0.4307,0.43105,0.4311
0.4297,0.4307,0.43105,0.4311
0.4293,0.4307,0.43105,0.4311
0.4296,0.4307,0.43105,0.4311
0.4292,0.4309,0.43105,0.4311
0.4295,0.4309,0.43105,0.4311
0.4295,0.4306,0.43105,0.4311
0.4295,0.4306,0.43099,0.43106
0.4295,0.4306,0.43087,0.43089
0.4296,0.4306,0.43087,0.43089
0.4296,0.4306,0.43088,0.43089
0.4296,0.4306,0.43088,0.43098
0.4292,0.431,0.43088,0.43098
0.4294,0.431,0.43088,0.43098
0.4294,0.4304,0.43088,0.43098
0.4294,0.4304,0.43088,0.43089
0.4294,0.4309,0.43088,0.43089
0.4294,0.4305,0.43088,0.43089
0.4294,0.4305,0.43088,0.43089
0.4292,0.4307,0.43088,0.43089
0.4295,0.4307,0.43088,0.43089
0.4282,0.4313,0.43088,0.43089
0.4294,0.4313,0.43088,0.43089
0.4294,0.431,0.43088,0.43089
0.4282,0.431,0.43088,0.43089
0.429,0.431,0.43088,0.43089
0.4298,0.431,0.43088,0.43089
0.4298,0.431,0.43088,0.43115
0.4298,0.4309,0.43088,0.43115
0.4298,0.4309,0.43105,0.43115
0.4298,0.431,0.43105,0.43115
0.4298,0.4309,0.43105,0.43115
0.4298,0.4309,0.43105,0.43116
0.4298,0.4309,0.43105,0.43116
0.4298,0.4309,0.43105,0.43117
0.4298,0.4309,0.43105,0.43107
0.4282,0.431,0.43105,0.43107
0.4296,0.431,0.43105,0.43107
0.4296,0.4307,0.43105,0.43107
0.4288,0.4313,0.43105,0.43107
0.4288,0.4308,0.43105,0.43107
0.4294,0.4308,0.43105,0.43107
0.4294,0.4304,0.43105,0.43107
0.4294,0.4304,0.43089,0.43106
0.4294,0.4304,0.43089,0.4309
0.4294,0.4304,0.43089,0.4309
0.4294,0.4304,0.43089,0.4309
0.4293,0.4304,0.43089,0.4309
0.4278,0.4311,0.43089,0.4309
0.4278,0.4307,0.43089,0.4309
0.4286,0.4307,0.43089,0.4309
0.4286,0.4303,0.43089,0.4309
0.4291,0.4303,0.43089,0.4309
0.4292,0.4303,0.43089,0.4309
0.4292,0.4307,0.43089,0.4309
0.4292,0.4305,0.43089,0.4309
0.4293,0.4305,0.43089,0.4309
0.4292,0.4313,0.43089,0.4309
